year,t1,t2,t3,t4,patch_row,patch_col,has_fire,valid_ratio
2018,20180117,20180202,20180218,20180306,160,320,0,0.6689453125
2018,20180117,20180202,20180218,20180306,160,336,0,0.513671875
2018,20180117,20180202,20180218,20180306,160,352,0,0.5205078125
2018,20180117,20180202,20180218,20180306,160,400,0,0.732421875
2018,20180117,20180202,20180218,20180306,160,416,0,0.87890625
2018,20180117,20180202,20180218,20180306,160,432,0,0.609375
2018,20180117,20180202,20180218,20180306,176,16,1,0.8017578125
2018,20180117,20180202,20180218,20180306,176,32,1,0.947265625
2018,20180117,20180202,20180218,20180306,176,48,1,0.96484375
2018,20180117,20180202,20180218,20180306,176,64,1,0.9990234375
2018,20180117,20180202,20180218,20180306,176,80,1,1.0
2018,20180117,20180202,20180218,20180306,176,96,1,1.0
2018,20180117,20180202,20180218,20180306,176,112,1,1.0
2018,20180117,20180202,20180218,20180306,176,128,0,1.0
2018,20180117,20180202,20180218,20180306,176,144,0,1.0
2018,20180117,20180202,20180218,20180306,176,160,0,1.0
2018,20180117,20180202,20180218,20180306,176,176,0,1.0
2018,20180117,20180202,20180218,20180306,176,192,0,1.0
2018,20180117,20180202,20180218,20180306,176,208,0,1.0
2018,20180117,20180202,20180218,20180306,176,224,0,1.0
2018,20180117,20180202,20180218,20180306,176,240,0,1.0
2018,20180117,20180202,20180218,20180306,176,256,0,1.0
2018,20180117,20180202,20180218,20180306,176,272,0,0.9345703125
2018,20180117,20180202,20180218,20180306,176,288,0,0.861328125
2018,20180117,20180202,20180218,20180306,176,304,0,0.8564453125
2018,20180117,20180202,20180218,20180306,176,320,0,0.7392578125
2018,20180117,20180202,20180218,20180306,176,336,0,0.5546875
2018,20180117,20180202,20180218,20180306,176,400,0,0.763671875
2018,20180117,20180202,20180218,20180306,176,416,0,0.6611328125
2018,20180117,20180202,20180218,20180306,192,32,1,0.5146484375
2018,20180117,20180202,20180218,20180306,192,48,1,0.56640625
2018,20180117,20180202,20180218,20180306,192,64,1,0.7470703125
2018,20180117,20180202,20180218,20180306,192,80,1,0.947265625
2018,20180117,20180202,20180218,20180306,192,96,0,0.998046875
2018,20180117,20180202,20180218,20180306,192,112,1,1.0
2018,20180117,20180202,20180218,20180306,192,128,1,1.0
2018,20180117,20180202,20180218,20180306,192,144,0,1.0
2018,20180117,20180202,20180218,20180306,192,160,0,1.0
2018,20180117,20180202,20180218,20180306,192,176,0,1.0
2018,20180117,20180202,20180218,20180306,192,192,1,1.0
2018,20180117,20180202,20180218,20180306,192,208,1,1.0
2018,20180117,20180202,20180218,20180306,192,224,0,1.0
2018,20180117,20180202,20180218,20180306,192,240,0,1.0
2018,20180117,20180202,20180218,20180306,192,256,0,1.0
2018,20180117,20180202,20180218,20180306,192,272,0,1.0
2018,20180117,20180202,20180218,20180306,192,288,0,1.0
2018,20180117,20180202,20180218,20180306,192,304,0,0.978515625
2018,20180117,20180202,20180218,20180306,192,320,0,0.8671875
2018,20180117,20180202,20180218,20180306,192,336,0,0.6953125
2018,20180117,20180202,20180218,20180306,192,352,0,0.6103515625
2018,20180117,20180202,20180218,20180306,192,368,0,0.5888671875
2018,20180117,20180202,20180218,20180306,192,384,0,0.7421875
2018,20180117,20180202,20180218,20180306,192,400,0,0.654296875
2018,20180117,20180202,20180218,20180306,192,448,0,0.560546875
2018,20180117,20180202,20180218,20180306,192,464,0,0.5732421875
2018,20180117,20180202,20180218,20180306,208,80,1,0.5185546875
2018,20180117,20180202,20180218,20180306,208,96,0,0.751953125
2018,20180117,20180202,20180218,20180306,208,112,1,0.9267578125
2018,20180117,20180202,20180218,20180306,208,128,1,0.9921875
2018,20180117,20180202,20180218,20180306,208,144,0,1.0
2018,20180117,20180202,20180218,20180306,208,160,0,1.0
2018,20180117,20180202,20180218,20180306,208,176,0,1.0
2018,20180117,20180202,20180218,20180306,208,192,1,1.0
2018,20180117,20180202,20180218,20180306,208,208,1,1.0
2018,20180117,20180202,20180218,20180306,208,224,0,1.0
2018,20180117,20180202,20180218,20180306,208,240,0,1.0
2018,20180117,20180202,20180218,20180306,208,256,0,1.0
2018,20180117,20180202,20180218,20180306,208,272,0,1.0
2018,20180117,20180202,20180218,20180306,208,288,0,1.0
2018,20180117,20180202,20180218,20180306,208,304,0,0.998046875
2018,20180117,20180202,20180218,20180306,208,320,0,0.998046875
2018,20180117,20180202,20180218,20180306,208,336,1,0.9990234375
2018,20180117,20180202,20180218,20180306,208,352,1,0.98828125
2018,20180117,20180202,20180218,20180306,208,368,1,0.9716796875
2018,20180117,20180202,20180218,20180306,208,384,0,0.9794921875
2018,20180117,20180202,20180218,20180306,208,400,0,0.8173828125
2018,20180117,20180202,20180218,20180306,208,416,0,0.6005859375
2018,20180117,20180202,20180218,20180306,208,432,0,0.5751953125
2018,20180117,20180202,20180218,20180306,208,448,0,0.646484375
2018,20180117,20180202,20180218,20180306,208,464,0,0.794921875
2018,20180117,20180202,20180218,20180306,208,480,0,0.615234375
2018,20180117,20180202,20180218,20180306,208,528,0,0.578125
2018,20180117,20180202,20180218,20180306,224,112,0,0.529296875
2018,20180117,20180202,20180218,20180306,224,128,0,0.8447265625
2018,20180117,20180202,20180218,20180306,224,144,0,1.0
2018,20180117,20180202,20180218,20180306,224,160,0,1.0
2018,20180117,20180202,20180218,20180306,224,176,1,1.0
2018,20180117,20180202,20180218,20180306,224,192,1,1.0
2018,20180117,20180202,20180218,20180306,224,208,0,1.0
2018,20180117,20180202,20180218,20180306,224,224,0,1.0
2018,20180117,20180202,20180218,20180306,224,240,0,1.0
2018,20180117,20180202,20180218,20180306,224,256,0,1.0
2018,20180117,20180202,20180218,20180306,224,272,0,1.0
2018,20180117,20180202,20180218,20180306,224,288,0,1.0
2018,20180117,20180202,20180218,20180306,224,304,0,1.0
2018,20180117,20180202,20180218,20180306,224,320,0,1.0
2018,20180117,20180202,20180218,20180306,224,336,1,1.0
2018,20180117,20180202,20180218,20180306,224,352,1,1.0
2018,20180117,20180202,20180218,20180306,224,368,1,1.0
2018,20180117,20180202,20180218,20180306,224,384,0,1.0
2018,20180117,20180202,20180218,20180306,224,400,0,0.990234375
2018,20180117,20180202,20180218,20180306,224,416,0,0.9560546875
2018,20180117,20180202,20180218,20180306,224,432,0,0.9130859375
2018,20180117,20180202,20180218,20180306,224,448,0,0.861328125
2018,20180117,20180202,20180218,20180306,224,464,0,0.9072265625
2018,20180117,20180202,20180218,20180306,224,480,0,0.8779296875
2018,20180117,20180202,20180218,20180306,224,496,0,0.6484375
2018,20180117,20180202,20180218,20180306,224,512,1,0.681640625
2018,20180117,20180202,20180218,20180306,224,528,1,0.87109375
2018,20180117,20180202,20180218,20180306,224,544,1,0.6494140625
2018,20180117,20180202,20180218,20180306,240,144,0,0.8203125
2018,20180117,20180202,20180218,20180306,240,160,0,0.978515625
2018,20180117,20180202,20180218,20180306,240,176,1,1.0
2018,20180117,20180202,20180218,20180306,240,192,1,1.0
2018,20180117,20180202,20180218,20180306,240,208,0,1.0
2018,20180117,20180202,20180218,20180306,240,224,0,1.0
2018,20180117,20180202,20180218,20180306,240,240,0,1.0
2018,20180117,20180202,20180218,20180306,240,256,0,1.0
2018,20180117,20180202,20180218,20180306,240,272,0,1.0
2018,20180117,20180202,20180218,20180306,240,288,1,1.0
2018,20180117,20180202,20180218,20180306,240,304,1,1.0
2018,20180117,20180202,20180218,20180306,240,320,0,1.0
2018,20180117,20180202,20180218,20180306,240,336,0,1.0
2018,20180117,20180202,20180218,20180306,240,352,0,1.0
2018,20180117,20180202,20180218,20180306,240,368,0,1.0
2018,20180117,20180202,20180218,20180306,240,384,0,1.0
2018,20180117,20180202,20180218,20180306,240,400,0,1.0
2018,20180117,20180202,20180218,20180306,240,416,0,1.0
2018,20180117,20180202,20180218,20180306,240,432,0,1.0
2018,20180117,20180202,20180218,20180306,240,448,1,1.0
2018,20180117,20180202,20180218,20180306,240,464,1,1.0
2018,20180117,20180202,20180218,20180306,240,480,0,1.0
2018,20180117,20180202,20180218,20180306,240,496,0,0.9658203125
2018,20180117,20180202,20180218,20180306,240,512,1,0.9462890625
2018,20180117,20180202,20180218,20180306,240,528,1,0.9619140625
2018,20180117,20180202,20180218,20180306,240,544,1,0.861328125
2018,20180117,20180202,20180218,20180306,240,560,1,0.7333984375
2018,20180117,20180202,20180218,20180306,240,576,1,0.740234375
2018,20180117,20180202,20180218,20180306,240,592,0,0.59375
2018,20180117,20180202,20180218,20180306,256,160,0,0.642578125
2018,20180117,20180202,20180218,20180306,256,176,1,0.8818359375
2018,20180117,20180202,20180218,20180306,256,192,1,0.9931640625
2018,20180117,20180202,20180218,20180306,256,208,1,1.0
2018,20180117,20180202,20180218,20180306,256,224,1,1.0
2018,20180117,20180202,20180218,20180306,256,240,1,1.0
2018,20180117,20180202,20180218,20180306,256,256,1,1.0
2018,20180117,20180202,20180218,20180306,256,272,0,1.0
2018,20180117,20180202,20180218,20180306,256,288,1,1.0
2018,20180117,20180202,20180218,20180306,256,304,1,1.0
2018,20180117,20180202,20180218,20180306,256,320,1,1.0
2018,20180117,20180202,20180218,20180306,256,336,0,1.0
2018,20180117,20180202,20180218,20180306,256,352,0,1.0
2018,20180117,20180202,20180218,20180306,256,368,0,1.0
2018,20180117,20180202,20180218,20180306,256,384,0,1.0
2018,20180117,20180202,20180218,20180306,256,400,0,1.0
2018,20180117,20180202,20180218,20180306,256,416,0,1.0
2018,20180117,20180202,20180218,20180306,256,432,0,1.0
2018,20180117,20180202,20180218,20180306,256,448,1,1.0
2018,20180117,20180202,20180218,20180306,256,464,1,1.0
2018,20180117,20180202,20180218,20180306,256,480,1,1.0
2018,20180117,20180202,20180218,20180306,256,496,1,1.0
2018,20180117,20180202,20180218,20180306,256,512,0,1.0
2018,20180117,20180202,20180218,20180306,256,528,1,1.0
2018,20180117,20180202,20180218,20180306,256,544,1,1.0
2018,20180117,20180202,20180218,20180306,256,560,1,1.0
2018,20180117,20180202,20180218,20180306,256,576,1,0.9873046875
2018,20180117,20180202,20180218,20180306,256,592,0,0.8740234375
2018,20180117,20180202,20180218,20180306,256,608,0,0.7412109375
2018,20180117,20180202,20180218,20180306,256,624,0,0.6298828125
2018,20180117,20180202,20180218,20180306,272,192,1,0.5908203125
2018,20180117,20180202,20180218,20180306,272,208,1,0.6201171875
2018,20180117,20180202,20180218,20180306,272,224,1,0.7568359375
2018,20180117,20180202,20180218,20180306,272,240,1,0.9423828125
2018,20180117,20180202,20180218,20180306,272,256,1,1.0
2018,20180117,20180202,20180218,20180306,272,272,0,1.0
2018,20180117,20180202,20180218,20180306,272,288,1,1.0
2018,20180117,20180202,20180218,20180306,272,304,1,1.0
2018,20180117,20180202,20180218,20180306,272,320,1,1.0
2018,20180117,20180202,20180218,20180306,272,336,0,1.0
2018,20180117,20180202,20180218,20180306,272,352,0,1.0
2018,20180117,20180202,20180218,20180306,272,368,0,1.0
2018,20180117,20180202,20180218,20180306,272,384,0,1.0
2018,20180117,20180202,20180218,20180306,272,400,1,1.0
2018,20180117,20180202,20180218,20180306,272,416,1,1.0
2018,20180117,20180202,20180218,20180306,272,432,0,1.0
2018,20180117,20180202,20180218,20180306,272,448,1,1.0
2018,20180117,20180202,20180218,20180306,272,464,1,1.0
2018,20180117,20180202,20180218,20180306,272,480,1,1.0
2018,20180117,20180202,20180218,20180306,272,496,1,1.0
2018,20180117,20180202,20180218,20180306,272,512,1,1.0
2018,20180117,20180202,20180218,20180306,272,528,1,1.0
2018,20180117,20180202,20180218,20180306,272,544,1,1.0
2018,20180117,20180202,20180218,20180306,272,560,0,1.0
2018,20180117,20180202,20180218,20180306,272,576,0,0.9990234375
2018,20180117,20180202,20180218,20180306,272,592,0,0.9990234375
2018,20180117,20180202,20180218,20180306,272,608,0,1.0
2018,20180117,20180202,20180218,20180306,272,624,1,0.9794921875
2018,20180117,20180202,20180218,20180306,272,640,1,0.7744140625
2018,20180117,20180202,20180218,20180306,272,656,0,0.6376953125
2018,20180117,20180202,20180218,20180306,272,672,1,0.6806640625
2018,20180117,20180202,20180218,20180306,272,688,1,0.51171875
2018,20180117,20180202,20180218,20180306,272,720,0,0.638671875
2018,20180117,20180202,20180218,20180306,272,736,0,0.6787109375
2018,20180117,20180202,20180218,20180306,288,240,1,0.548828125
2018,20180117,20180202,20180218,20180306,288,256,1,0.7705078125
2018,20180117,20180202,20180218,20180306,288,272,1,0.8154296875
2018,20180117,20180202,20180218,20180306,288,288,1,0.8994140625
2018,20180117,20180202,20180218,20180306,288,304,1,1.0
2018,20180117,20180202,20180218,20180306,288,320,0,1.0
2018,20180117,20180202,20180218,20180306,288,336,0,1.0
2018,20180117,20180202,20180218,20180306,288,352,0,1.0
2018,20180117,20180202,20180218,20180306,288,368,0,1.0
2018,20180117,20180202,20180218,20180306,288,384,0,1.0
2018,20180117,20180202,20180218,20180306,288,400,1,1.0
2018,20180117,20180202,20180218,20180306,288,416,1,1.0
2018,20180117,20180202,20180218,20180306,288,432,0,1.0
2018,20180117,20180202,20180218,20180306,288,448,1,1.0
2018,20180117,20180202,20180218,20180306,288,464,1,1.0
2018,20180117,20180202,20180218,20180306,288,480,1,1.0
2018,20180117,20180202,20180218,20180306,288,496,1,1.0
2018,20180117,20180202,20180218,20180306,288,512,1,1.0
2018,20180117,20180202,20180218,20180306,288,528,1,1.0
2018,20180117,20180202,20180218,20180306,288,544,1,1.0
2018,20180117,20180202,20180218,20180306,288,560,1,1.0
2018,20180117,20180202,20180218,20180306,288,576,0,1.0
2018,20180117,20180202,20180218,20180306,288,592,0,1.0
2018,20180117,20180202,20180218,20180306,288,608,0,1.0
2018,20180117,20180202,20180218,20180306,288,624,1,1.0
2018,20180117,20180202,20180218,20180306,288,640,1,0.9853515625
2018,20180117,20180202,20180218,20180306,288,656,0,0.97265625
2018,20180117,20180202,20180218,20180306,288,672,1,0.9873046875
2018,20180117,20180202,20180218,20180306,288,688,1,0.9169921875
2018,20180117,20180202,20180218,20180306,288,704,1,0.705078125
2018,20180117,20180202,20180218,20180306,288,720,1,0.7744140625
2018,20180117,20180202,20180218,20180306,288,736,0,0.8544921875
2018,20180117,20180202,20180218,20180306,288,752,0,0.6162109375
2018,20180117,20180202,20180218,20180306,288,784,0,0.51953125
2018,20180117,20180202,20180218,20180306,288,800,0,0.6337890625
2018,20180117,20180202,20180218,20180306,288,816,0,0.5615234375
2018,20180117,20180202,20180218,20180306,304,288,1,0.6396484375
2018,20180117,20180202,20180218,20180306,304,304,1,0.986328125
2018,20180117,20180202,20180218,20180306,304,320,0,1.0
2018,20180117,20180202,20180218,20180306,304,336,1,1.0
2018,20180117,20180202,20180218,20180306,304,352,1,1.0
2018,20180117,20180202,20180218,20180306,304,368,0,1.0
2018,20180117,20180202,20180218,20180306,304,384,0,1.0
2018,20180117,20180202,20180218,20180306,304,400,0,1.0
2018,20180117,20180202,20180218,20180306,304,416,0,1.0
2018,20180117,20180202,20180218,20180306,304,432,0,0.98828125
2018,20180117,20180202,20180218,20180306,304,448,1,0.98828125
2018,20180117,20180202,20180218,20180306,304,464,1,1.0
2018,20180117,20180202,20180218,20180306,304,480,1,1.0
2018,20180117,20180202,20180218,20180306,304,496,1,1.0
2018,20180117,20180202,20180218,20180306,304,512,1,1.0
2018,20180117,20180202,20180218,20180306,304,528,1,1.0
2018,20180117,20180202,20180218,20180306,304,544,1,1.0
2018,20180117,20180202,20180218,20180306,304,560,1,1.0
2018,20180117,20180202,20180218,20180306,304,576,1,1.0
2018,20180117,20180202,20180218,20180306,304,592,0,1.0
2018,20180117,20180202,20180218,20180306,304,608,1,1.0
2018,20180117,20180202,20180218,20180306,304,624,1,1.0
2018,20180117,20180202,20180218,20180306,304,640,0,1.0
2018,20180117,20180202,20180218,20180306,304,656,0,1.0
2018,20180117,20180202,20180218,20180306,304,672,1,1.0
2018,20180117,20180202,20180218,20180306,304,688,1,0.9970703125
2018,20180117,20180202,20180218,20180306,304,704,1,0.9306640625
2018,20180117,20180202,20180218,20180306,304,720,1,0.9248046875
2018,20180117,20180202,20180218,20180306,304,736,0,0.9208984375
2018,20180117,20180202,20180218,20180306,304,752,0,0.8193359375
2018,20180117,20180202,20180218,20180306,304,768,0,0.8203125
2018,20180117,20180202,20180218,20180306,304,784,1,0.91796875
2018,20180117,20180202,20180218,20180306,304,800,1,0.9873046875
2018,20180117,20180202,20180218,20180306,304,816,0,0.8916015625
2018,20180117,20180202,20180218,20180306,304,832,1,0.78125
2018,20180117,20180202,20180218,20180306,304,848,1,0.8125
2018,20180117,20180202,20180218,20180306,304,864,0,0.7353515625
2018,20180117,20180202,20180218,20180306,320,304,0,0.5234375
2018,20180117,20180202,20180218,20180306,320,320,0,0.615234375
2018,20180117,20180202,20180218,20180306,320,336,1,0.7490234375
2018,20180117,20180202,20180218,20180306,320,352,1,0.81640625
2018,20180117,20180202,20180218,20180306,320,368,0,0.689453125
2018,20180117,20180202,20180218,20180306,320,384,0,0.6396484375
2018,20180117,20180202,20180218,20180306,320,400,1,0.7705078125
2018,20180117,20180202,20180218,20180306,320,416,1,0.7685546875
2018,20180117,20180202,20180218,20180306,320,432,0,0.611328125
2018,20180117,20180202,20180218,20180306,320,448,1,0.634765625
2018,20180117,20180202,20180218,20180306,320,464,1,0.837890625
2018,20180117,20180202,20180218,20180306,320,480,1,0.9697265625
2018,20180117,20180202,20180218,20180306,320,496,1,0.9990234375
2018,20180117,20180202,20180218,20180306,320,512,1,1.0
2018,20180117,20180202,20180218,20180306,320,528,1,1.0
2018,20180117,20180202,20180218,20180306,320,544,1,1.0
2018,20180117,20180202,20180218,20180306,320,560,1,1.0
2018,20180117,20180202,20180218,20180306,320,576,1,1.0
2018,20180117,20180202,20180218,20180306,320,592,0,1.0
2018,20180117,20180202,20180218,20180306,320,608,1,1.0
2018,20180117,20180202,20180218,20180306,320,624,1,1.0
2018,20180117,20180202,20180218,20180306,320,640,0,1.0
2018,20180117,20180202,20180218,20180306,320,656,0,1.0
2018,20180117,20180202,20180218,20180306,320,672,0,1.0
2018,20180117,20180202,20180218,20180306,320,688,0,1.0
2018,20180117,20180202,20180218,20180306,320,704,0,1.0
2018,20180117,20180202,20180218,20180306,320,720,0,1.0
2018,20180117,20180202,20180218,20180306,320,736,0,0.9990234375
2018,20180117,20180202,20180218,20180306,320,752,1,0.99609375
2018,20180117,20180202,20180218,20180306,320,768,1,0.9970703125
2018,20180117,20180202,20180218,20180306,320,784,1,1.0
2018,20180117,20180202,20180218,20180306,320,800,1,1.0
2018,20180117,20180202,20180218,20180306,320,816,1,0.9814453125
2018,20180117,20180202,20180218,20180306,320,832,1,0.9775390625
2018,20180117,20180202,20180218,20180306,320,848,1,0.99609375
2018,20180117,20180202,20180218,20180306,320,864,0,0.9169921875
2018,20180117,20180202,20180218,20180306,336,496,1,0.68359375
2018,20180117,20180202,20180218,20180306,336,512,1,0.9228515625
2018,20180117,20180202,20180218,20180306,336,528,1,1.0
2018,20180117,20180202,20180218,20180306,336,544,1,1.0
2018,20180117,20180202,20180218,20180306,336,560,1,1.0
2018,20180117,20180202,20180218,20180306,336,576,0,1.0
2018,20180117,20180202,20180218,20180306,336,592,0,1.0
2018,20180117,20180202,20180218,20180306,336,608,0,1.0
2018,20180117,20180202,20180218,20180306,336,624,1,1.0
2018,20180117,20180202,20180218,20180306,336,640,1,1.0
2018,20180117,20180202,20180218,20180306,336,656,1,1.0
2018,20180117,20180202,20180218,20180306,336,672,0,1.0
2018,20180117,20180202,20180218,20180306,336,688,0,1.0
2018,20180117,20180202,20180218,20180306,336,704,1,1.0
2018,20180117,20180202,20180218,20180306,336,720,1,1.0
2018,20180117,20180202,20180218,20180306,336,736,0,1.0
2018,20180117,20180202,20180218,20180306,336,752,1,1.0
2018,20180117,20180202,20180218,20180306,336,768,1,1.0
2018,20180117,20180202,20180218,20180306,336,784,0,1.0
2018,20180117,20180202,20180218,20180306,336,800,1,1.0
2018,20180117,20180202,20180218,20180306,336,816,1,1.0
