year,t1,t2,t3,t4,patch_row,patch_col,has_fire
2018,20180117,20180202,20180218,20180306,32,432,0
2018,20180117,20180202,20180218,20180306,32,448,0
2018,20180117,20180202,20180218,20180306,32,464,0
2018,20180117,20180202,20180218,20180306,32,480,0
2018,20180117,20180202,20180218,20180306,32,496,0
2018,20180117,20180202,20180218,20180306,32,512,0
2018,20180117,20180202,20180218,20180306,32,528,0
2018,20180117,20180202,20180218,20180306,32,544,0
2018,20180117,20180202,20180218,20180306,32,560,0
2018,20180117,20180202,20180218,20180306,32,576,0
2018,20180117,20180202,20180218,20180306,32,592,0
2018,20180117,20180202,20180218,20180306,32,608,0
2018,20180117,20180202,20180218,20180306,32,624,0
2018,20180117,20180202,20180218,20180306,32,640,0
2018,20180117,20180202,20180218,20180306,32,656,0
2018,20180117,20180202,20180218,20180306,32,672,0
2018,20180117,20180202,20180218,20180306,32,688,0
2018,20180117,20180202,20180218,20180306,32,704,0
2018,20180117,20180202,20180218,20180306,32,720,0
2018,20180117,20180202,20180218,20180306,32,736,0
2018,20180117,20180202,20180218,20180306,32,752,0
2018,20180117,20180202,20180218,20180306,32,768,0
2018,20180117,20180202,20180218,20180306,32,784,0
2018,20180117,20180202,20180218,20180306,32,800,0
2018,20180117,20180202,20180218,20180306,32,816,0
2018,20180117,20180202,20180218,20180306,32,832,0
2018,20180117,20180202,20180218,20180306,32,848,0
2018,20180117,20180202,20180218,20180306,32,864,0
2018,20180117,20180202,20180218,20180306,32,880,0
2018,20180117,20180202,20180218,20180306,48,0,0
2018,20180117,20180202,20180218,20180306,48,16,0
2018,20180117,20180202,20180218,20180306,48,32,0
2018,20180117,20180202,20180218,20180306,48,48,0
2018,20180117,20180202,20180218,20180306,48,64,0
2018,20180117,20180202,20180218,20180306,48,80,0
2018,20180117,20180202,20180218,20180306,48,96,0
2018,20180117,20180202,20180218,20180306,48,112,0
2018,20180117,20180202,20180218,20180306,48,128,0
2018,20180117,20180202,20180218,20180306,48,144,0
2018,20180117,20180202,20180218,20180306,48,160,0
2018,20180117,20180202,20180218,20180306,48,176,0
2018,20180117,20180202,20180218,20180306,48,192,0
2018,20180117,20180202,20180218,20180306,48,208,0
2018,20180117,20180202,20180218,20180306,48,224,0
2018,20180117,20180202,20180218,20180306,48,240,0
2018,20180117,20180202,20180218,20180306,48,256,0
2018,20180117,20180202,20180218,20180306,48,272,0
2018,20180117,20180202,20180218,20180306,48,288,0
2018,20180117,20180202,20180218,20180306,48,304,0
2018,20180117,20180202,20180218,20180306,48,320,0
2018,20180117,20180202,20180218,20180306,48,336,0
2018,20180117,20180202,20180218,20180306,48,352,0
2018,20180117,20180202,20180218,20180306,48,368,0
2018,20180117,20180202,20180218,20180306,48,384,0
2018,20180117,20180202,20180218,20180306,48,400,0
2018,20180117,20180202,20180218,20180306,48,416,0
2018,20180117,20180202,20180218,20180306,48,432,0
2018,20180117,20180202,20180218,20180306,48,448,0
2018,20180117,20180202,20180218,20180306,48,464,0
2018,20180117,20180202,20180218,20180306,48,480,0
2018,20180117,20180202,20180218,20180306,48,496,0
2018,20180117,20180202,20180218,20180306,48,512,0
2018,20180117,20180202,20180218,20180306,48,528,0
2018,20180117,20180202,20180218,20180306,48,544,0
2018,20180117,20180202,20180218,20180306,48,560,0
2018,20180117,20180202,20180218,20180306,48,576,0
2018,20180117,20180202,20180218,20180306,48,592,0
2018,20180117,20180202,20180218,20180306,48,608,0
2018,20180117,20180202,20180218,20180306,48,624,0
2018,20180117,20180202,20180218,20180306,48,640,0
2018,20180117,20180202,20180218,20180306,48,656,0
2018,20180117,20180202,20180218,20180306,48,672,0
2018,20180117,20180202,20180218,20180306,48,688,0
2018,20180117,20180202,20180218,20180306,48,704,0
2018,20180117,20180202,20180218,20180306,48,720,0
2018,20180117,20180202,20180218,20180306,48,736,0
2018,20180117,20180202,20180218,20180306,48,752,0
2018,20180117,20180202,20180218,20180306,48,768,0
2018,20180117,20180202,20180218,20180306,48,784,0
2018,20180117,20180202,20180218,20180306,48,800,0
2018,20180117,20180202,20180218,20180306,48,816,0
2018,20180117,20180202,20180218,20180306,48,832,0
2018,20180117,20180202,20180218,20180306,48,848,0
2018,20180117,20180202,20180218,20180306,48,864,0
2018,20180117,20180202,20180218,20180306,48,880,0
2018,20180117,20180202,20180218,20180306,64,0,0
2018,20180117,20180202,20180218,20180306,64,16,0
2018,20180117,20180202,20180218,20180306,64,32,0
2018,20180117,20180202,20180218,20180306,64,48,0
2018,20180117,20180202,20180218,20180306,64,64,0
2018,20180117,20180202,20180218,20180306,64,80,0
2018,20180117,20180202,20180218,20180306,64,96,0
2018,20180117,20180202,20180218,20180306,64,112,1
2018,20180117,20180202,20180218,20180306,64,128,1
2018,20180117,20180202,20180218,20180306,64,144,0
2018,20180117,20180202,20180218,20180306,64,160,0
2018,20180117,20180202,20180218,20180306,64,176,0
2018,20180117,20180202,20180218,20180306,64,192,0
2018,20180117,20180202,20180218,20180306,64,208,0
2018,20180117,20180202,20180218,20180306,64,224,0
2018,20180117,20180202,20180218,20180306,64,240,0
2018,20180117,20180202,20180218,20180306,64,256,0
2018,20180117,20180202,20180218,20180306,64,272,0
2018,20180117,20180202,20180218,20180306,64,288,0
2018,20180117,20180202,20180218,20180306,64,304,0
2018,20180117,20180202,20180218,20180306,64,320,0
2018,20180117,20180202,20180218,20180306,64,336,0
2018,20180117,20180202,20180218,20180306,64,352,0
2018,20180117,20180202,20180218,20180306,64,368,0
2018,20180117,20180202,20180218,20180306,64,384,0
2018,20180117,20180202,20180218,20180306,64,400,0
2018,20180117,20180202,20180218,20180306,64,416,0
2018,20180117,20180202,20180218,20180306,64,432,0
2018,20180117,20180202,20180218,20180306,64,448,0
2018,20180117,20180202,20180218,20180306,64,464,0
2018,20180117,20180202,20180218,20180306,64,480,0
2018,20180117,20180202,20180218,20180306,64,496,0
2018,20180117,20180202,20180218,20180306,64,512,0
2018,20180117,20180202,20180218,20180306,64,528,0
2018,20180117,20180202,20180218,20180306,64,544,0
2018,20180117,20180202,20180218,20180306,64,560,0
2018,20180117,20180202,20180218,20180306,64,576,0
2018,20180117,20180202,20180218,20180306,64,592,0
2018,20180117,20180202,20180218,20180306,64,608,0
2018,20180117,20180202,20180218,20180306,64,624,0
2018,20180117,20180202,20180218,20180306,64,640,0
2018,20180117,20180202,20180218,20180306,64,656,0
2018,20180117,20180202,20180218,20180306,64,672,0
2018,20180117,20180202,20180218,20180306,64,688,0
2018,20180117,20180202,20180218,20180306,64,704,0
2018,20180117,20180202,20180218,20180306,64,720,0
2018,20180117,20180202,20180218,20180306,64,736,0
2018,20180117,20180202,20180218,20180306,64,752,0
2018,20180117,20180202,20180218,20180306,64,768,0
2018,20180117,20180202,20180218,20180306,64,784,0
2018,20180117,20180202,20180218,20180306,64,800,0
2018,20180117,20180202,20180218,20180306,64,816,0
2018,20180117,20180202,20180218,20180306,64,832,0
2018,20180117,20180202,20180218,20180306,64,848,0
2018,20180117,20180202,20180218,20180306,64,864,0
2018,20180117,20180202,20180218,20180306,64,880,0
2018,20180117,20180202,20180218,20180306,80,0,0
2018,20180117,20180202,20180218,20180306,80,16,0
2018,20180117,20180202,20180218,20180306,80,32,1
2018,20180117,20180202,20180218,20180306,80,48,1
2018,20180117,20180202,20180218,20180306,80,64,0
2018,20180117,20180202,20180218,20180306,80,80,0
2018,20180117,20180202,20180218,20180306,80,96,0
2018,20180117,20180202,20180218,20180306,80,112,1
2018,20180117,20180202,20180218,20180306,80,128,1
2018,20180117,20180202,20180218,20180306,80,144,0
2018,20180117,20180202,20180218,20180306,80,160,0
2018,20180117,20180202,20180218,20180306,80,176,0
2018,20180117,20180202,20180218,20180306,80,192,0
2018,20180117,20180202,20180218,20180306,80,208,0
2018,20180117,20180202,20180218,20180306,80,224,0
2018,20180117,20180202,20180218,20180306,80,240,0
2018,20180117,20180202,20180218,20180306,80,256,0
2018,20180117,20180202,20180218,20180306,80,272,0
2018,20180117,20180202,20180218,20180306,80,288,0
2018,20180117,20180202,20180218,20180306,80,304,0
2018,20180117,20180202,20180218,20180306,80,320,0
2018,20180117,20180202,20180218,20180306,80,336,0
2018,20180117,20180202,20180218,20180306,80,352,0
2018,20180117,20180202,20180218,20180306,80,368,0
2018,20180117,20180202,20180218,20180306,80,384,0
2018,20180117,20180202,20180218,20180306,80,400,0
2018,20180117,20180202,20180218,20180306,80,416,0
2018,20180117,20180202,20180218,20180306,80,432,0
2018,20180117,20180202,20180218,20180306,80,448,0
2018,20180117,20180202,20180218,20180306,80,464,0
2018,20180117,20180202,20180218,20180306,80,480,0
2018,20180117,20180202,20180218,20180306,80,496,0
2018,20180117,20180202,20180218,20180306,80,512,0
2018,20180117,20180202,20180218,20180306,80,528,0
2018,20180117,20180202,20180218,20180306,80,544,0
2018,20180117,20180202,20180218,20180306,80,560,0
2018,20180117,20180202,20180218,20180306,80,576,0
2018,20180117,20180202,20180218,20180306,80,592,0
2018,20180117,20180202,20180218,20180306,80,608,0
2018,20180117,20180202,20180218,20180306,80,624,0
2018,20180117,20180202,20180218,20180306,80,640,0
2018,20180117,20180202,20180218,20180306,80,656,0
2018,20180117,20180202,20180218,20180306,80,672,0
2018,20180117,20180202,20180218,20180306,80,688,0
2018,20180117,20180202,20180218,20180306,80,704,0
2018,20180117,20180202,20180218,20180306,80,720,0
2018,20180117,20180202,20180218,20180306,80,736,0
2018,20180117,20180202,20180218,20180306,80,752,0
2018,20180117,20180202,20180218,20180306,80,768,0
2018,20180117,20180202,20180218,20180306,80,784,0
2018,20180117,20180202,20180218,20180306,80,800,0
2018,20180117,20180202,20180218,20180306,80,816,0
2018,20180117,20180202,20180218,20180306,80,832,0
2018,20180117,20180202,20180218,20180306,80,848,0
2018,20180117,20180202,20180218,20180306,80,864,0
2018,20180117,20180202,20180218,20180306,80,880,0
2018,20180117,20180202,20180218,20180306,96,0,0
2018,20180117,20180202,20180218,20180306,96,16,0
2018,20180117,20180202,20180218,20180306,96,32,1
2018,20180117,20180202,20180218,20180306,96,48,1
2018,20180117,20180202,20180218,20180306,96,64,0
2018,20180117,20180202,20180218,20180306,96,80,1
2018,20180117,20180202,20180218,20180306,96,96,1
2018,20180117,20180202,20180218,20180306,96,112,0
2018,20180117,20180202,20180218,20180306,96,128,1
2018,20180117,20180202,20180218,20180306,96,144,1
2018,20180117,20180202,20180218,20180306,96,160,0
2018,20180117,20180202,20180218,20180306,96,176,0
2018,20180117,20180202,20180218,20180306,96,192,0
2018,20180117,20180202,20180218,20180306,96,208,0
2018,20180117,20180202,20180218,20180306,96,224,0
2018,20180117,20180202,20180218,20180306,96,240,0
2018,20180117,20180202,20180218,20180306,96,256,0
2018,20180117,20180202,20180218,20180306,96,272,0
2018,20180117,20180202,20180218,20180306,96,288,0
2018,20180117,20180202,20180218,20180306,96,304,0
2018,20180117,20180202,20180218,20180306,96,320,0
2018,20180117,20180202,20180218,20180306,96,336,0
2018,20180117,20180202,20180218,20180306,96,352,0
2018,20180117,20180202,20180218,20180306,96,368,0
2018,20180117,20180202,20180218,20180306,96,384,0
2018,20180117,20180202,20180218,20180306,96,400,0
2018,20180117,20180202,20180218,20180306,96,416,0
2018,20180117,20180202,20180218,20180306,96,432,0
2018,20180117,20180202,20180218,20180306,96,448,0
2018,20180117,20180202,20180218,20180306,96,464,0
2018,20180117,20180202,20180218,20180306,96,480,0
2018,20180117,20180202,20180218,20180306,96,496,0
2018,20180117,20180202,20180218,20180306,96,512,0
2018,20180117,20180202,20180218,20180306,96,528,0
2018,20180117,20180202,20180218,20180306,96,544,0
2018,20180117,20180202,20180218,20180306,96,560,0
2018,20180117,20180202,20180218,20180306,96,576,0
2018,20180117,20180202,20180218,20180306,96,592,0
2018,20180117,20180202,20180218,20180306,96,608,0
2018,20180117,20180202,20180218,20180306,96,624,0
2018,20180117,20180202,20180218,20180306,96,640,0
2018,20180117,20180202,20180218,20180306,96,656,0
2018,20180117,20180202,20180218,20180306,96,672,0
2018,20180117,20180202,20180218,20180306,96,688,0
2018,20180117,20180202,20180218,20180306,96,704,0
2018,20180117,20180202,20180218,20180306,96,720,0
2018,20180117,20180202,20180218,20180306,96,736,0
2018,20180117,20180202,20180218,20180306,96,752,0
2018,20180117,20180202,20180218,20180306,96,768,0
2018,20180117,20180202,20180218,20180306,96,784,0
2018,20180117,20180202,20180218,20180306,96,800,0
2018,20180117,20180202,20180218,20180306,96,816,0
2018,20180117,20180202,20180218,20180306,96,832,0
2018,20180117,20180202,20180218,20180306,96,848,0
2018,20180117,20180202,20180218,20180306,96,864,0
2018,20180117,20180202,20180218,20180306,96,880,0
2018,20180117,20180202,20180218,20180306,112,0,0
2018,20180117,20180202,20180218,20180306,112,16,0
2018,20180117,20180202,20180218,20180306,112,32,0
2018,20180117,20180202,20180218,20180306,112,48,0
2018,20180117,20180202,20180218,20180306,112,64,0
2018,20180117,20180202,20180218,20180306,112,80,1
2018,20180117,20180202,20180218,20180306,112,96,1
2018,20180117,20180202,20180218,20180306,112,112,1
2018,20180117,20180202,20180218,20180306,112,128,1
2018,20180117,20180202,20180218,20180306,112,144,1
2018,20180117,20180202,20180218,20180306,112,160,0
2018,20180117,20180202,20180218,20180306,112,176,0
2018,20180117,20180202,20180218,20180306,112,192,0
2018,20180117,20180202,20180218,20180306,112,208,0
2018,20180117,20180202,20180218,20180306,112,224,0
2018,20180117,20180202,20180218,20180306,112,240,0
2018,20180117,20180202,20180218,20180306,112,256,0
2018,20180117,20180202,20180218,20180306,112,272,0
2018,20180117,20180202,20180218,20180306,112,288,0
2018,20180117,20180202,20180218,20180306,112,304,0
2018,20180117,20180202,20180218,20180306,112,320,0
2018,20180117,20180202,20180218,20180306,112,336,0
2018,20180117,20180202,20180218,20180306,112,352,0
2018,20180117,20180202,20180218,20180306,112,368,0
2018,20180117,20180202,20180218,20180306,112,384,0
2018,20180117,20180202,20180218,20180306,112,400,0
2018,20180117,20180202,20180218,20180306,112,416,0
2018,20180117,20180202,20180218,20180306,112,432,0
2018,20180117,20180202,20180218,20180306,112,448,0
2018,20180117,20180202,20180218,20180306,112,464,0
2018,20180117,20180202,20180218,20180306,112,480,0
2018,20180117,20180202,20180218,20180306,112,496,0
2018,20180117,20180202,20180218,20180306,112,512,0
2018,20180117,20180202,20180218,20180306,112,528,0
2018,20180117,20180202,20180218,20180306,112,544,0
2018,20180117,20180202,20180218,20180306,112,560,0
2018,20180117,20180202,20180218,20180306,112,576,0
2018,20180117,20180202,20180218,20180306,112,592,0
2018,20180117,20180202,20180218,20180306,112,608,0
2018,20180117,20180202,20180218,20180306,112,624,0
2018,20180117,20180202,20180218,20180306,112,640,0
2018,20180117,20180202,20180218,20180306,112,656,0
2018,20180117,20180202,20180218,20180306,112,672,0
2018,20180117,20180202,20180218,20180306,112,688,0
2018,20180117,20180202,20180218,20180306,112,704,0
2018,20180117,20180202,20180218,20180306,112,720,0
2018,20180117,20180202,20180218,20180306,112,736,0
2018,20180117,20180202,20180218,20180306,112,752,0
2018,20180117,20180202,20180218,20180306,112,768,0
2018,20180117,20180202,20180218,20180306,112,784,0
2018,20180117,20180202,20180218,20180306,112,800,0
2018,20180117,20180202,20180218,20180306,112,816,0
2018,20180117,20180202,20180218,20180306,112,832,0
2018,20180117,20180202,20180218,20180306,112,848,0
2018,20180117,20180202,20180218,20180306,112,864,0
2018,20180117,20180202,20180218,20180306,112,880,0
2018,20180117,20180202,20180218,20180306,128,0,0
2018,20180117,20180202,20180218,20180306,128,16,0
2018,20180117,20180202,20180218,20180306,128,32,0
2018,20180117,20180202,20180218,20180306,128,48,0
2018,20180117,20180202,20180218,20180306,128,64,0
2018,20180117,20180202,20180218,20180306,128,80,1
2018,20180117,20180202,20180218,20180306,128,96,1
2018,20180117,20180202,20180218,20180306,128,112,1
2018,20180117,20180202,20180218,20180306,128,128,0
2018,20180117,20180202,20180218,20180306,128,144,0
2018,20180117,20180202,20180218,20180306,128,160,1
2018,20180117,20180202,20180218,20180306,128,176,1
2018,20180117,20180202,20180218,20180306,128,192,0
2018,20180117,20180202,20180218,20180306,128,208,1
2018,20180117,20180202,20180218,20180306,128,224,1
2018,20180117,20180202,20180218,20180306,128,240,0
2018,20180117,20180202,20180218,20180306,128,256,0
2018,20180117,20180202,20180218,20180306,128,272,1
2018,20180117,20180202,20180218,20180306,128,288,1
2018,20180117,20180202,20180218,20180306,128,304,0
2018,20180117,20180202,20180218,20180306,128,320,0
2018,20180117,20180202,20180218,20180306,128,336,0
2018,20180117,20180202,20180218,20180306,128,352,0
2018,20180117,20180202,20180218,20180306,128,368,0
2018,20180117,20180202,20180218,20180306,128,384,0
2018,20180117,20180202,20180218,20180306,128,400,0
2018,20180117,20180202,20180218,20180306,128,416,0
2018,20180117,20180202,20180218,20180306,128,432,0
2018,20180117,20180202,20180218,20180306,128,448,0
2018,20180117,20180202,20180218,20180306,128,464,0
2018,20180117,20180202,20180218,20180306,128,480,0
2018,20180117,20180202,20180218,20180306,128,496,0
2018,20180117,20180202,20180218,20180306,128,512,0
2018,20180117,20180202,20180218,20180306,128,528,0
2018,20180117,20180202,20180218,20180306,128,544,0
2018,20180117,20180202,20180218,20180306,128,560,0
2018,20180117,20180202,20180218,20180306,128,576,0
2018,20180117,20180202,20180218,20180306,128,592,0
2018,20180117,20180202,20180218,20180306,128,608,0
2018,20180117,20180202,20180218,20180306,128,624,0
2018,20180117,20180202,20180218,20180306,128,640,0
2018,20180117,20180202,20180218,20180306,128,656,0
2018,20180117,20180202,20180218,20180306,128,672,0
2018,20180117,20180202,20180218,20180306,128,688,0
2018,20180117,20180202,20180218,20180306,128,704,0
2018,20180117,20180202,20180218,20180306,128,720,0
2018,20180117,20180202,20180218,20180306,128,736,0
2018,20180117,20180202,20180218,20180306,128,752,0
2018,20180117,20180202,20180218,20180306,128,768,0
2018,20180117,20180202,20180218,20180306,128,784,0
2018,20180117,20180202,20180218,20180306,128,800,0
2018,20180117,20180202,20180218,20180306,128,816,0
2018,20180117,20180202,20180218,20180306,128,832,0
2018,20180117,20180202,20180218,20180306,128,848,0
2018,20180117,20180202,20180218,20180306,128,864,0
2018,20180117,20180202,20180218,20180306,128,880,0
2018,20180117,20180202,20180218,20180306,144,0,0
2018,20180117,20180202,20180218,20180306,144,16,0
2018,20180117,20180202,20180218,20180306,144,32,1
2018,20180117,20180202,20180218,20180306,144,48,1
2018,20180117,20180202,20180218,20180306,144,64,0
2018,20180117,20180202,20180218,20180306,144,80,1
2018,20180117,20180202,20180218,20180306,144,96,1
2018,20180117,20180202,20180218,20180306,144,112,1
2018,20180117,20180202,20180218,20180306,144,128,0
2018,20180117,20180202,20180218,20180306,144,144,1
2018,20180117,20180202,20180218,20180306,144,160,1
2018,20180117,20180202,20180218,20180306,144,176,1
2018,20180117,20180202,20180218,20180306,144,192,1
2018,20180117,20180202,20180218,20180306,144,208,1
2018,20180117,20180202,20180218,20180306,144,224,1
2018,20180117,20180202,20180218,20180306,144,240,0
2018,20180117,20180202,20180218,20180306,144,256,0
2018,20180117,20180202,20180218,20180306,144,272,1
2018,20180117,20180202,20180218,20180306,144,288,1
2018,20180117,20180202,20180218,20180306,144,304,0
2018,20180117,20180202,20180218,20180306,144,320,0
2018,20180117,20180202,20180218,20180306,144,336,0
2018,20180117,20180202,20180218,20180306,144,352,0
2018,20180117,20180202,20180218,20180306,144,368,0
2018,20180117,20180202,20180218,20180306,144,384,0
2018,20180117,20180202,20180218,20180306,144,400,0
2018,20180117,20180202,20180218,20180306,144,416,0
2018,20180117,20180202,20180218,20180306,144,432,0
2018,20180117,20180202,20180218,20180306,144,448,0
2018,20180117,20180202,20180218,20180306,144,464,0
2018,20180117,20180202,20180218,20180306,144,480,0
2018,20180117,20180202,20180218,20180306,144,496,0
2018,20180117,20180202,20180218,20180306,144,512,0
2018,20180117,20180202,20180218,20180306,144,528,0
2018,20180117,20180202,20180218,20180306,144,544,0
2018,20180117,20180202,20180218,20180306,144,560,0
2018,20180117,20180202,20180218,20180306,144,576,0
2018,20180117,20180202,20180218,20180306,144,592,0
2018,20180117,20180202,20180218,20180306,144,608,0
2018,20180117,20180202,20180218,20180306,144,624,0
2018,20180117,20180202,20180218,20180306,144,640,0
2018,20180117,20180202,20180218,20180306,144,656,0
2018,20180117,20180202,20180218,20180306,144,672,0
2018,20180117,20180202,20180218,20180306,144,688,0
2018,20180117,20180202,20180218,20180306,144,704,0
2018,20180117,20180202,20180218,20180306,144,720,0
2018,20180117,20180202,20180218,20180306,144,736,0
2018,20180117,20180202,20180218,20180306,144,752,0
2018,20180117,20180202,20180218,20180306,144,768,0
2018,20180117,20180202,20180218,20180306,144,784,0
2018,20180117,20180202,20180218,20180306,144,800,0
2018,20180117,20180202,20180218,20180306,144,816,0
2018,20180117,20180202,20180218,20180306,144,832,0
